outage_id,feeder_id,region_id,asset_id,outage_start,outage_end,duration_minutes,customers_interrupted,critical_customers_interrupted,cause_category,saidi_minutes,saifi_count,crew_response_minutes,restoration_notes
OUT-0002182,FDR-MKY-0045,REG-MKY,,2023-11-28T19:13,2023-11-28T23:15,242,332,7,flood,94.52,0.3906,74,Vegetation contact confirmed at span.
OUT-0002183,FDR-TSV-0088,REG-TSV,AST-TSV-SWI-004887,2024-04-30T15:36,2024-04-30T21:03,327,80,0,unknown,131.46,0.402,75,Switched to alternate feeder during restoration.
OUT-0002184,FDR-MKY-0048,REG-MKY,AST-MKY-POL-002506,2025-04-17T03:57,2025-04-17T09:02,305,79,5,equipment_failure,140.09,0.4593,81,Vegetation contact confirmed at span.
OUT-0002185,FDR-TSV-0082,REG-TSV,AST-TSV-POL-004480,2024-08-25T00:26,2024-08-25T03:16,170,784,11,flood,79.67,0.4686,57,Switched to alternate feeder during restoration.
OUT-0002186,FDR-MKY-0064,REG-MKY,,2025-06-12T16:42,2025-06-12T20:14,212,14,2,storm,148.4,0.7,68,Restoration delayed by access issues.
OUT-0002187,FDR-TSV-0087,REG-TSV,AST-TSV-CON-004792,2025-09-14T09:35,2025-09-14T13:36,241,65,13,flood,9.18,0.0381,97,Lightning strike at substation transformer.
OUT-0002188,FDR-TSV-0071,REG-TSV,AST-TSV-POL-003756,2025-01-29T16:56,2025-01-29T21:22,266,31,1,flood,20.67,0.0777,64,Lightning strike at substation transformer.
OUT-0002189,FDR-TSV-0077,REG-TSV,AST-TSV-POL-004086,2023-12-05T00:45,2023-12-05T06:20,335,384,11,equipment_failure,113.54,0.3389,100,Lightning strike at substation transformer.
OUT-0002190,FDR-MKY-0045,REG-MKY,,2024-06-12T12:52,2024-06-12T16:58,246,377,8,flood,109.11,0.4435,51,Helicopter inspection required.
OUT-0002191,FDR-MKY-0048,REG-MKY,AST-MKY-CON-002507,2024-03-11T20:33,2024-03-11T23:41,188,10,2,equipment_failure,10.93,0.0581,51,Switched to alternate feeder during restoration.
OUT-0002192,FDR--RW-0117,REG-RW,,2026-05-08T19:17,2026-05-09T00:28,311,20,0,equipment_failure,39.62,0.1274,132,Restoration delayed by access issues.
OUT-0002193,FDR-TSV-0082,REG-TSV,AST-TSV-RIN-004462,2024-09-19T06:32,2024-09-19T08:41,129,418,11,storm,32.23,0.2499,79,Crew rerouted via alternate access track.
OUT-0002194,FDR-MKY-0063,REG-MKY,AST-MKY-POL-003235,2024-05-21T06:20,2024-05-21T08:52,152,408,4,equipment_failure,64.87,0.4268,47,Storm cell passed through feeder.
OUT-0002195,FDR-TSV-0077,REG-TSV,,2025-06-02T21:01,2025-06-03T00:40,219,245,7,storm,47.36,0.2162,108,Lightning strike at substation transformer.
OUT-0002196,FDR-MKY-0059,REG-MKY,,2025-01-23T20:37,2025-01-24T00:29,232,148,3,flood,43.3,0.1866,69,Crew rerouted via alternate access track.
OUT-0002197,FDR-MKY-0050,REG-MKY,AST-MKY-POL-002608,2025-02-14T21:40,2025-02-14T23:39,119,238,0,vegetation,56.31,0.4732,75,Helicopter inspection required.
OUT-0002198,FDR-TSV-0084,REG-TSV,,2024-10-06T14:28,2024-10-06T18:19,231,428,10,lightning,107.82,0.4667,108,Lightning strike at substation transformer.
OUT-0002199,FDR-MKY-0047,REG-MKY,,2025-03-17T10:50,2025-03-17T15:22,272,744,9,flood,158.35,0.5822,79,Storm cell passed through feeder.
OUT-0002200,FDR-MKY-0059,REG-MKY,AST-MKY-TRA-003027,2023-10-22T12:44,2023-10-22T18:37,353,202,4,lightning,89.92,0.2547,82,Restoration delayed by access issues.
OUT-0002201,FDR-TSV-0082,REG-TSV,,2024-06-30T08:09,2024-06-30T11:59,230,615,14,planned,84.55,0.3676,76,Switched to alternate feeder during restoration.
OUT-0002202,FDR-TSV-0087,REG-TSV,AST-TSV-POL-004798,2024-06-08T19:24,2024-06-08T22:45,201,739,12,lightning,87.07,0.4332,77,Storm cell passed through feeder.
OUT-0002203,FDR-MKY-0059,REG-MKY,,2024-05-01T10:20,2024-05-01T14:49,269,287,4,vegetation,97.36,0.3619,69,Switched to alternate feeder during restoration.
OUT-0002204,FDR-MKY-0043,REG-MKY,,2024-09-13T00:21,2024-09-13T00:42,21,673,7,equipment_failure,13.1,0.6237,96,Storm cell passed through feeder.
OUT-0002205,FDR-TSV-0066,REG-TSV,AST-TSV-POL-003374,2024-01-23T14:14,2024-01-23T15:29,75,251,11,equipment_failure,13.35,0.178,81,Switched to alternate feeder during restoration.
OUT-0002206,FDR-CQI-0095,REG-CQI,AST-CQI-POL-005316,2025-03-10T04:45,2025-03-10T07:27,162,862,11,vegetation,112.43,0.694,95,Storm cell passed through feeder.
OUT-0002207,FDR-MKY-0045,REG-MKY,AST-MKY-POL-002355,2026-04-10T15:11,2026-04-10T16:36,85,105,5,flood,10.5,0.1235,73,Crew rerouted via alternate access track.
OUT-0002208,FDR-MKY-0045,REG-MKY,AST-MKY-POL-002353,2025-06-11T05:22,2025-06-11T09:24,242,281,7,lightning,80.0,0.3306,63,Helicopter inspection required.
OUT-0002209,FDR-SEQ-0038,REG-SEQ,AST-SEQ-POL-001966,2024-10-25T00:07,2024-10-25T03:41,214,823,33,equipment_failure,78.73,0.3679,27,Helicopter inspection required.
OUT-0002210,FDR-CQI-0103,REG-CQI,,2023-12-07T03:20,2023-12-07T07:03,223,162,10,storm,49.62,0.2225,87,Lightning strike at substation transformer.
OUT-0002211,FDR-MKY-0049,REG-MKY,AST-MKY-POL-002539,2026-04-20T01:15,2026-04-20T05:40,265,248,4,vehicle_impact,176.19,0.6649,82,Restoration delayed by access issues.
OUT-0002212,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002249,2025-06-13T09:07,2025-06-13T12:59,232,741,5,flood,159.33,0.6867,66,Restoration delayed by access issues.
OUT-0002213,FDR-CQI-0092,REG-CQI,AST-CQI-SEC-005066,2023-10-02T23:07,2023-10-03T02:09,182,153,3,equipment_failure,45.28,0.2488,63,Vegetation contact confirmed at span.
OUT-0002214,FDR-TSV-0085,REG-TSV,AST-TSV-CON-004672,2023-06-12T16:55,2023-06-12T20:42,227,619,14,lightning,77.72,0.3424,105,Crew rerouted via alternate access track.
OUT-0002215,FDR-TSV-0081,REG-TSV,,2025-02-22T10:25,2025-02-22T17:05,400,663,10,flood,230.41,0.576,63,Storm cell passed through feeder.
OUT-0002216,FDR-MKY-0045,REG-MKY,,2023-11-26T10:35,2023-11-26T13:57,202,233,7,unknown,55.37,0.2741,59,Helicopter inspection required.
OUT-0002217,FDR-MKY-0055,REG-MKY,AST-MKY-SWI-002755,2026-04-22T20:38,2026-04-23T00:53,255,246,0,vegetation,167.73,0.6578,86,Storm cell passed through feeder.
OUT-0002218,FDR-TSV-0071,REG-TSV,AST-TSV-POL-003729,2023-07-13T09:47,2023-07-13T10:19,32,238,3,vegetation,19.09,0.5965,59,Storm cell passed through feeder.
OUT-0002219,FDR-TSV-0088,REG-TSV,,2026-01-29T16:18,2026-01-29T21:32,314,142,5,vegetation,224.06,0.7136,93,Vegetation contact confirmed at span.
OUT-0002220,FDR-TSV-0067,REG-TSV,,2025-03-03T22:28,2025-03-04T01:20,172,459,5,storm,113.76,0.6614,91,Helicopter inspection required.
OUT-0002221,FDR-SEQ-0034,REG-SEQ,AST-SEQ-POL-001739,2024-04-28T04:08,2024-04-28T05:03,55,504,59,vegetation,7.44,0.1353,36,Vegetation contact confirmed at span.
OUT-0002222,FDR-CQI-0101,REG-CQI,AST-CQI-POL-005695,2025-02-06T09:39,2025-02-06T12:49,190,249,9,vegetation,43.48,0.2289,72,Restoration delayed by access issues.
OUT-0002223,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003683,2025-07-21T04:30,2025-07-21T08:24,234,28,5,flood,19.44,0.0831,75,Crew rerouted via alternate access track.
OUT-0002224,FDR-TSV-0074,REG-TSV,,2023-11-12T04:16,2023-11-12T07:51,215,221,4,planned,87.83,0.4085,67,Lightning strike at substation transformer.
OUT-0002225,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002626,2024-06-27T09:11,2024-06-27T11:26,135,194,2,storm,52.7,0.3903,92,Lightning strike at substation transformer.
OUT-0002226,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003806,2024-10-19T19:37,2024-10-19T22:25,168,498,9,flood,71.51,0.4256,63,Storm cell passed through feeder.
OUT-0002227,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002680,2026-01-13T12:57,2026-01-13T18:08,311,110,0,flood,139.07,0.4472,103,Switched to alternate feeder during restoration.
OUT-0002228,FDR-MKY-0058,REG-MKY,,2024-02-27T14:06,2024-02-27T18:17,251,159,3,vehicle_impact,48.2,0.192,84,Helicopter inspection required.
OUT-0002229,FDR-MKY-0047,REG-MKY,,2026-02-27T11:16,2026-02-27T14:17,181,619,9,vegetation,87.67,0.4844,96,Vegetation contact confirmed at span.
OUT-0002230,FDR-MKY-0062,REG-MKY,,2023-12-04T18:02,2023-12-04T18:55,53,165,0,storm,18.18,0.343,67,Restoration delayed by access issues.
OUT-0002231,FDR-MKY-0043,REG-MKY,AST-MKY-SWI-002216,2024-11-29T19:34,2024-11-29T22:12,158,1,1,vegetation,0.15,0.0009,51,Vegetation contact confirmed at span.
OUT-0002232,FDR-MKY-0048,REG-MKY,AST-MKY-POL-002504,2023-12-19T09:02,2023-12-19T12:02,180,96,0,storm,100.47,0.5581,43,Helicopter inspection required.
OUT-0002233,FDR-TSV-0087,REG-TSV,,2025-05-29T02:15,2025-05-29T05:59,224,968,13,unknown,127.1,0.5674,70,Helicopter inspection required.
OUT-0002234,FDR-TSV-0067,REG-TSV,AST-TSV-SWI-003472,2026-05-17T04:25,2026-05-17T08:56,271,317,4,lightning,123.79,0.4568,54,Vegetation contact confirmed at span.
OUT-0002235,FDR-MKY-0052,REG-MKY,,2023-12-11T02:02,2023-12-11T04:46,164,45,0,vehicle_impact,30.0,0.1829,86,Restoration delayed by access issues.
OUT-0002236,FDR-SEQ-0030,REG-SEQ,,2025-05-05T12:11,2025-05-05T14:28,137,996,32,vegetation,63.47,0.4633,49,Storm cell passed through feeder.
OUT-0002237,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004623,2025-05-29T21:14,2025-05-30T02:43,329,1153,14,vegetation,209.81,0.6377,52,Switched to alternate feeder during restoration.
OUT-0002238,FDR-TSV-0070,REG-TSV,AST-TSV-REC-003662,2024-02-17T10:38,2024-02-17T13:29,171,156,3,equipment_failure,79.16,0.4629,74,Restoration delayed by access issues.
OUT-0002239,FDR-MKY-0050,REG-MKY,,2024-01-22T17:18,2024-01-22T21:56,278,130,5,vegetation,71.85,0.2584,72,Restoration delayed by access issues.
OUT-0002240,FDR--RW-0111,REG-RW,AST--RW-RIN-006394,2026-03-01T12:46,2026-03-01T19:30,404,228,0,vegetation,216.73,0.5365,131,Storm cell passed through feeder.
OUT-0002241,FDR-SEQ-0030,REG-SEQ,,2024-09-21T17:38,2024-09-21T17:50,12,623,33,vegetation,3.48,0.2898,10,Helicopter inspection required.
OUT-0002242,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002688,2024-05-27T22:15,2024-05-28T00:48,153,135,1,equipment_failure,96.52,0.6308,108,Crew rerouted via alternate access track.
OUT-0002243,FDR-MKY-0061,REG-MKY,,2024-06-26T03:36,2024-06-26T08:16,280,452,6,planned,161.63,0.5773,77,Switched to alternate feeder during restoration.
OUT-0002244,FDR-MKY-0052,REG-MKY,,2023-08-04T15:12,2023-08-04T19:21,249,77,3,equipment_failure,77.94,0.313,97,Switched to alternate feeder during restoration.
OUT-0002245,FDR-MKY-0062,REG-MKY,AST-MKY-CON-003189,2025-12-25T21:30,2025-12-26T01:07,217,254,2,equipment_failure,114.59,0.5281,103,Lightning strike at substation transformer.
OUT-0002246,FDR-MKY-0044,REG-MKY,AST-MKY-TRA-002273,2024-02-06T18:21,2024-02-06T23:50,329,393,5,equipment_failure,195.31,0.5937,108,Storm cell passed through feeder.
OUT-0002247,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002480,2025-02-24T07:56,2025-02-24T11:42,226,364,7,flood,64.37,0.2848,48,Storm cell passed through feeder.
OUT-0002248,FDR-TSV-0078,REG-TSV,,2026-02-12T10:49,2026-02-12T14:45,236,425,9,storm,80.24,0.34,89,Restoration delayed by access issues.
OUT-0002249,FDR-MKY-0063,REG-MKY,AST-MKY-REC-003245,2023-09-30T09:50,2023-09-30T13:12,202,326,7,storm,68.88,0.341,100,Switched to alternate feeder during restoration.
OUT-0002250,FDR-CQI-0103,REG-CQI,AST-CQI-POL-005830,2025-11-03T16:03,2025-11-03T19:47,224,444,8,lightning,136.62,0.6099,65,Vegetation contact confirmed at span.
OUT-0002251,FDR-SEQ-0025,REG-SEQ,,2024-11-26T19:34,2024-11-26T20:40,66,520,56,storm,9.61,0.1455,60,Crew rerouted via alternate access track.
OUT-0002252,FDR-TSV-0088,REG-TSV,AST-TSV-POL-004849,2023-07-10T19:51,2023-07-11T01:44,353,25,0,equipment_failure,44.35,0.1256,33,Crew rerouted via alternate access track.
OUT-0002253,FDR-SEQ-0037,REG-SEQ,,2024-08-23T20:19,2024-08-23T21:40,81,649,26,storm,33.7,0.416,63,Storm cell passed through feeder.
OUT-0002254,FDR-CQI-0102,REG-CQI,,2024-09-28T13:27,2024-09-28T15:00,93,559,8,unknown,68.58,0.7375,101,Restoration delayed by access issues.
OUT-0002255,FDR-TSV-0072,REG-TSV,AST-TSV-TRA-003803,2026-03-18T13:35,2026-03-18T16:18,163,560,10,flood,78.02,0.4786,77,Crew rerouted via alternate access track.
OUT-0002256,FDR-TSV-0076,REG-TSV,AST-TSV-SWI-004042,2025-06-15T08:16,2025-06-15T12:52,276,854,5,vegetation,196.75,0.7129,104,Crew rerouted via alternate access track.
OUT-0002257,FDR-TSV-0084,REG-TSV,AST-TSV-POL-004538,2023-11-13T08:07,2023-11-13T11:34,207,225,7,equipment_failure,50.79,0.2454,92,Switched to alternate feeder during restoration.
OUT-0002258,FDR-TSV-0084,REG-TSV,,2025-11-05T07:48,2025-11-05T10:41,173,338,5,flood,63.77,0.3686,66,Helicopter inspection required.
OUT-0002259,FDR-MKY-0058,REG-MKY,AST-MKY-TRA-002974,2026-01-15T12:39,2026-01-15T14:55,136,379,8,vegetation,62.25,0.4577,63,Switched to alternate feeder during restoration.
OUT-0002260,FDR--RW-0116,REG-RW,AST--RW-POL-006827,2024-12-02T13:43,2024-12-02T20:47,424,80,1,storm,144.34,0.3404,124,Helicopter inspection required.
OUT-0002261,FDR-MKY-0056,REG-MKY,AST-MKY-POL-002807,2025-04-16T21:31,2025-04-17T03:36,365,417,9,vegetation,120.04,0.3289,77,Crew rerouted via alternate access track.
OUT-0002262,FDR-TSV-0075,REG-TSV,AST-TSV-CON-003969,2025-11-12T06:41,2025-11-12T07:39,58,196,0,equipment_failure,45.11,0.7778,89,Vegetation contact confirmed at span.
OUT-0002263,FDR-MKY-0053,REG-MKY,,2026-05-07T21:57,2026-05-08T02:34,277,70,1,vegetation,90.61,0.3271,47,Vegetation contact confirmed at span.
OUT-0002264,FDR-MKY-0064,REG-MKY,AST-MKY-TRA-003296,2025-01-27T20:40,2025-01-28T01:51,311,4,1,storm,62.2,0.2,37,Switched to alternate feeder during restoration.
OUT-0002265,FDR-SEQ-0019,REG-SEQ,AST-SEQ-TRA-001024,2025-10-24T16:38,2025-10-24T21:30,292,424,18,storm,114.96,0.3937,32,Helicopter inspection required.
OUT-0002266,FDR-SEQ-0002,REG-SEQ,AST-SEQ-TRA-000080,2024-01-16T05:31,2024-01-16T08:01,150,122,2,storm,74.69,0.498,98,Helicopter inspection required.
OUT-0002267,FDR-TSV-0069,REG-TSV,,2024-05-12T00:12,2024-05-12T03:51,219,200,0,unknown,103.55,0.4728,35,Crew rerouted via alternate access track.
OUT-0002268,FDR-TSV-0071,REG-TSV,,2023-08-18T21:59,2023-08-19T03:06,307,194,3,storm,149.27,0.4862,130,Vegetation contact confirmed at span.
OUT-0002269,FDR-MKY-0043,REG-MKY,,2023-05-22T06:16,2023-05-22T11:25,309,483,9,planned,138.32,0.4476,79,Restoration delayed by access issues.
OUT-0002270,FDR-MKY-0058,REG-MKY,AST-MKY-POL-002940,2023-09-23T01:12,2023-09-23T04:05,173,515,3,lightning,107.6,0.622,49,Storm cell passed through feeder.
OUT-0002271,FDR-TSV-0066,REG-TSV,,2025-02-21T15:19,2025-02-21T17:31,132,395,11,flood,36.98,0.2801,65,Restoration delayed by access issues.
OUT-0002272,FDR-TSV-0069,REG-TSV,,2024-09-28T01:49,2024-09-28T06:49,300,1,1,flood,0.71,0.0024,36,Lightning strike at substation transformer.
OUT-0002273,FDR-TSV-0086,REG-TSV,,2025-08-15T13:55,2025-08-15T17:25,210,314,9,planned,57.24,0.2726,110,Restoration delayed by access issues.
OUT-0002274,FDR-MKY-0050,REG-MKY,AST-MKY-TRA-002600,2024-12-19T23:11,2024-12-20T03:43,272,497,4,lightning,268.76,0.9881,69,Helicopter inspection required.
OUT-0002275,FDR-TSV-0071,REG-TSV,,2023-07-29T23:57,2023-07-30T03:36,219,287,6,lightning,157.53,0.7193,87,Helicopter inspection required.
OUT-0002276,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003957,2024-10-01T14:30,2024-10-01T19:54,324,57,0,storm,73.29,0.2262,104,Vegetation contact confirmed at span.
OUT-0002277,FDR-SEQ-0004,REG-SEQ,,2025-11-11T16:48,2025-11-11T19:06,138,918,30,equipment_failure,62.56,0.4533,74,Restoration delayed by access issues.
OUT-0002278,FDR-TSV-0067,REG-TSV,AST-TSV-SWI-003481,2025-02-20T02:47,2025-02-20T03:24,37,308,6,storm,16.42,0.4438,76,Helicopter inspection required.
OUT-0002279,FDR-SEQ-0002,REG-SEQ,AST-SEQ-POL-000086,2023-12-21T08:34,2023-12-21T12:39,245,124,3,storm,124.0,0.5061,29,Restoration delayed by access issues.
OUT-0002280,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004514,2024-04-05T10:58,2024-04-05T16:10,312,52,5,flood,37.04,0.1187,85,Switched to alternate feeder during restoration.
OUT-0002281,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003687,2025-09-19T02:25,2025-09-19T06:18,233,199,1,flood,137.59,0.5905,59,Storm cell passed through feeder.
OUT-0002282,FDR-MKY-0064,REG-MKY,,2023-12-08T15:38,2023-12-08T16:01,23,6,3,equipment_failure,6.9,0.3,80,Crew rerouted via alternate access track.
OUT-0002283,FDR-MKY-0048,REG-MKY,AST-MKY-POL-002518,2026-01-30T15:19,2026-01-30T18:36,197,54,2,storm,61.85,0.314,86,Storm cell passed through feeder.
OUT-0002284,FDR-MKY-0064,REG-MKY,AST-MKY-POL-003293,2025-07-18T08:25,2025-07-18T10:54,149,10,0,unknown,74.5,0.5,111,Restoration delayed by access issues.
OUT-0002285,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003790,2026-03-01T11:02,2026-03-01T14:58,236,291,8,storm,58.7,0.2487,112,Switched to alternate feeder during restoration.
OUT-0002286,FDR-TSV-0077,REG-TSV,AST-TSV-CON-004118,2023-08-01T11:21,2023-08-01T18:03,402,548,10,unknown,194.44,0.4837,96,Lightning strike at substation transformer.
OUT-0002287,FDR-TSV-0071,REG-TSV,AST-TSV-CON-003732,2025-06-11T21:10,2025-06-12T00:13,183,211,2,storm,96.77,0.5288,87,Restoration delayed by access issues.
OUT-0002288,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004641,2023-12-03T19:30,2023-12-03T21:44,134,1132,16,vegetation,83.9,0.6261,89,Switched to alternate feeder during restoration.
OUT-0002289,FDR-TSV-0068,REG-TSV,,2024-12-08T14:45,2024-12-08T19:14,269,752,10,vegetation,150.96,0.5612,91,Helicopter inspection required.
OUT-0002290,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004513,2025-06-25T07:58,2025-06-25T11:27,209,110,2,vehicle_impact,52.49,0.2511,105,Crew rerouted via alternate access track.
OUT-0002291,FDR-MKY-0053,REG-MKY,AST-MKY-CON-002691,2024-05-02T01:25,2024-05-02T02:42,77,81,0,vegetation,29.14,0.3785,70,Crew rerouted via alternate access track.
OUT-0002292,FDR-TSV-0081,REG-TSV,AST-TSV-POL-004397,2025-11-28T13:54,2025-11-28T19:05,311,611,7,storm,165.09,0.5308,60,Lightning strike at substation transformer.
OUT-0002293,FDR-TSV-0067,REG-TSV,,2024-01-25T17:08,2024-01-25T19:57,169,152,2,vegetation,37.01,0.219,72,Helicopter inspection required.
OUT-0002294,FDR-TSV-0087,REG-TSV,AST-TSV-REC-004761,2023-06-06T16:31,2023-06-06T20:37,246,717,14,flood,103.39,0.4203,71,Crew rerouted via alternate access track.
OUT-0002295,FDR-MKY-0052,REG-MKY,AST-MKY-SEC-002667,2025-02-10T11:08,2025-02-10T15:33,265,112,0,vegetation,120.65,0.4553,76,Lightning strike at substation transformer.
OUT-0002296,FDR-MKY-0064,REG-MKY,AST-MKY-TRA-003278,2023-05-26T00:59,2023-05-26T04:16,197,14,0,vegetation,137.9,0.7,84,Helicopter inspection required.
OUT-0002297,FDR-TSV-0087,REG-TSV,,2025-12-16T03:07,2025-12-16T05:32,145,681,8,vegetation,57.88,0.3992,74,Storm cell passed through feeder.
OUT-0002298,FDR-CQI-0102,REG-CQI,,2025-02-02T11:28,2025-02-02T14:48,200,365,5,storm,96.31,0.4815,34,Storm cell passed through feeder.
OUT-0002299,FDR-SEQ-0036,REG-SEQ,,2023-09-16T00:15,2023-09-16T04:59,284,15,0,flood,213.0,0.75,30,Lightning strike at substation transformer.
OUT-0002300,FDR-MKY-0064,REG-MKY,AST-MKY-POL-003285,2025-04-15T03:15,2025-04-15T09:45,390,5,0,flood,97.5,0.25,88,Switched to alternate feeder during restoration.
OUT-0002301,FDR-TSV-0068,REG-TSV,,2025-02-01T23:42,2025-02-02T05:30,348,1055,8,flood,273.99,0.7873,100,Lightning strike at substation transformer.
OUT-0002302,FDR-TSV-0071,REG-TSV,,2025-10-19T03:50,2025-10-19T08:09,259,254,3,flood,164.88,0.6366,77,Vegetation contact confirmed at span.
OUT-0002303,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003618,2025-07-12T06:30,2025-07-12T08:15,105,50,2,vegetation,12.41,0.1182,62,Helicopter inspection required.
OUT-0002304,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002683,2023-11-09T21:00,2023-11-10T01:45,285,76,1,storm,101.21,0.3551,74,Switched to alternate feeder during restoration.
OUT-0002305,FDR-TSV-0076,REG-TSV,AST-TSV-POL-004014,2024-11-01T17:20,2024-11-01T20:51,211,374,7,storm,65.87,0.3122,88,Switched to alternate feeder during restoration.
OUT-0002306,FDR-TSV-0086,REG-TSV,AST-TSV-TRA-004753,2024-07-02T04:31,2024-07-02T08:00,209,454,7,flood,82.37,0.3941,74,Lightning strike at substation transformer.
OUT-0002307,FDR-TSV-0077,REG-TSV,AST-TSV-POL-004106,2024-09-07T11:31,2024-09-07T14:38,187,705,7,flood,116.36,0.6222,59,Vegetation contact confirmed at span.
OUT-0002308,FDR-TSV-0079,REG-TSV,AST-TSV-SWI-004261,2024-08-12T21:23,2024-08-13T00:05,162,112,1,flood,47.5,0.2932,95,Crew rerouted via alternate access track.
OUT-0002309,FDR-TSV-0078,REG-TSV,AST-TSV-POL-004133,2024-06-04T00:07,2024-06-04T04:16,249,440,14,lightning,87.65,0.352,93,Switched to alternate feeder during restoration.
OUT-0002310,FDR-TSV-0065,REG-TSV,AST-TSV-POL-003329,2023-07-03T17:46,2023-07-03T21:50,244,132,1,vehicle_impact,166.88,0.6839,126,Vegetation contact confirmed at span.
OUT-0002311,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004598,2024-07-01T00:04,2024-07-01T02:31,147,285,13,vegetation,23.17,0.1576,96,Restoration delayed by access issues.
OUT-0002312,FDR-MKY-0054,REG-MKY,,2025-05-04T05:33,2025-05-04T10:32,299,114,0,storm,115.94,0.3878,85,Vegetation contact confirmed at span.
OUT-0002313,FDR-MKY-0055,REG-MKY,,2023-11-19T09:12,2023-11-19T12:04,172,244,3,equipment_failure,112.21,0.6524,88,Vegetation contact confirmed at span.
OUT-0002314,FDR-TSV-0066,REG-TSV,AST-TSV-POL-003358,2024-04-18T18:07,2024-04-18T23:33,326,1,1,storm,0.23,0.0007,89,Crew rerouted via alternate access track.
OUT-0002315,FDR-TSV-0084,REG-TSV,AST-TSV-TRA-004543,2023-07-28T00:20,2023-07-28T05:04,284,257,4,planned,79.59,0.2803,89,Crew rerouted via alternate access track.
OUT-0002316,FDR-TSV-0076,REG-TSV,AST-TSV-POL-004053,2025-04-12T05:16,2025-04-12T08:58,222,825,9,storm,152.88,0.6886,93,Switched to alternate feeder during restoration.
OUT-0002317,FDR-MKY-0050,REG-MKY,AST-MKY-POL-002596,2025-03-25T04:18,2025-03-25T07:26,188,354,0,unknown,132.31,0.7038,77,Storm cell passed through feeder.
OUT-0002318,FDR--RW-0118,REG-RW,AST--RW-TRA-006992,2023-06-04T20:10,2023-06-05T00:43,273,84,3,equipment_failure,72.11,0.2642,106,Restoration delayed by access issues.
OUT-0002319,FDR-MKY-0063,REG-MKY,AST-MKY-CON-003238,2025-03-08T04:54,2025-03-08T08:02,188,164,3,lightning,32.25,0.1715,75,Lightning strike at substation transformer.
