asset_id,condition_score,failure_probability_12m,failure_probability_36m,health_band,risk_score,risk_band,risk_drivers,last_scored_at
AST--RW-TRA-007149,92.1,0.0121,0.0325,good,21.3,low,access_difficulty,2026-05-11
AST--RW-TRA-007150,63.3,0.0552,0.1748,watch,43.2,medium,age|access_difficulty,2026-05-17
AST--RW-POL-007151,90.2,0.0158,0.0351,good,8.1,low,access_difficulty,2026-05-06
AST--RW-POL-007152,70.9,0.0571,0.14,watch,37.1,medium,age,2026-05-17
AST--RW-POL-007153,66.7,0.0316,0.0837,watch,40.0,medium,age|access_difficulty,2026-05-03
AST--RW-SWI-007154,79.4,0.0083,0.0206,good,12.0,low,,2026-05-16
AST--RW-RIN-007155,58.0,0.0393,0.0804,watch,40.4,medium,age|bushfire_exposure|access_difficulty,2026-05-05
AST--RW-SWI-007156,47.4,0.0464,0.1268,poor,47.6,medium,age,2026-05-17
AST--RW-POL-007157,83.7,0.0135,0.0274,good,17.2,low,access_difficulty,2026-05-08
AST--RW-POL-007158,64.1,0.0186,0.05,watch,29.7,low,,2026-05-14
AST--RW-POL-007159,54.6,0.0219,0.0602,poor,44.6,medium,age|access_difficulty,2026-05-15
AST--RW-POL-007160,56.5,0.0431,0.1251,watch,38.2,medium,age|bushfire_exposure,2026-05-13
AST--RW-CON-007161,86.1,0.0075,0.0198,good,28.5,low,bushfire_exposure|access_difficulty,2026-05-17
AST--RW-TRA-007162,75.6,0.0063,0.0167,watch,21.3,low,,2026-05-11
AST--RW-REC-007163,52.4,0.0494,0.1151,poor,44.5,medium,age|access_difficulty,2026-05-10
AST--RW-CON-007164,65.9,0.0593,0.1351,watch,38.2,medium,access_difficulty,2026-05-04
AST--RW-POL-007165,95.2,0.0085,0.0208,good,20.0,low,,2026-05-03
AST--RW-TRA-007166,65.7,0.0461,0.1345,watch,31.1,medium,age,2026-05-09
AST--RW-SEC-007167,72.6,0.0087,0.0243,watch,28.8,low,,2026-05-04
AST--RW-POL-007168,53.6,0.0344,0.0766,poor,44.4,medium,age|access_difficulty,2026-05-04
AST--RW-POL-007169,44.6,0.029,0.064,poor,42.4,medium,age|condition|access_difficulty,2026-05-16
AST--RW-CON-007170,41.0,0.026,0.056,poor,44.6,medium,age|condition|access_difficulty,2026-05-15
AST--RW-POL-007171,76.7,0.0166,0.0468,good,29.4,low,access_difficulty,2026-05-13
AST--RW-REC-007172,49.2,0.042,0.1222,poor,48.1,medium,age|access_difficulty,2026-05-05
AST--RW-RIN-007173,89.4,0.0154,0.0481,good,22.3,low,access_difficulty,2026-05-04
AST--RW-POL-007174,65.4,0.0284,0.0575,watch,42.9,medium,access_difficulty,2026-05-11
AST--RW-POL-007175,88.8,0.0138,0.0384,good,25.8,low,access_difficulty,2026-05-12
AST--RW-POL-007176,87.5,0.0148,0.0354,good,27.7,low,access_difficulty,2026-05-10
AST--RW-POL-007177,56.9,0.0413,0.1103,watch,42.0,medium,age,2026-05-14
AST--RW-POL-007178,66.3,0.0229,0.0627,watch,33.8,medium,,2026-05-13
AST--RW-RIN-007179,53.6,0.0561,0.1233,poor,37.6,medium,age|access_difficulty,2026-05-08
AST--RW-POL-007180,89.6,0.0017,0.0044,good,16.3,low,access_difficulty,2026-05-08
AST--RW-POL-007181,63.3,0.0385,0.1158,watch,42.3,medium,age|access_difficulty,2026-05-17
AST--RW-POL-007182,71.8,0.0415,0.1143,watch,32.0,medium,access_difficulty,2026-05-07
AST--RW-POL-007183,71.0,0.0202,0.0547,watch,33.7,medium,access_difficulty,2026-05-12
AST--RW-SWI-007184,56.6,0.0357,0.1009,watch,39.4,medium,age|access_difficulty,2026-05-12
AST--RW-REC-007185,72.1,0.0108,0.0221,watch,25.7,low,access_difficulty,2026-05-05
AST--RW-TRA-007186,80.0,0.0145,0.0355,good,23.6,low,,2026-05-16
AST--RW-POL-007187,75.6,0.0368,0.0802,watch,36.6,medium,,2026-05-03
AST--RW-TRA-007188,41.6,0.0416,0.1235,poor,49.7,medium,age|condition|access_difficulty,2026-05-05
AST--RW-TRA-007189,65.5,0.0539,0.1398,watch,38.7,medium,bushfire_exposure|access_difficulty,2026-05-10
AST--RW-POL-007190,98.5,0.0015,0.0035,good,13.8,low,,2026-05-11
AST--RW-TRA-007191,72.7,0.0133,0.0293,watch,27.6,low,,2026-05-10
AST--RW-POL-007192,86.7,0.0073,0.0146,good,27.1,low,access_difficulty,2026-05-13
AST--RW-TRA-007193,58.7,0.0346,0.1101,watch,33.4,medium,age|access_difficulty,2026-05-14
AST--RW-POL-007194,75.1,0.0381,0.1028,watch,36.4,medium,access_difficulty,2026-05-08
AST--RW-SWI-007195,50.4,0.0597,0.1301,poor,45.2,medium,age|access_difficulty,2026-05-09
AST--RW-TRA-007196,79.4,0.0069,0.014,good,29.0,low,,2026-05-12
AST--RW-POL-007197,90.6,0.0012,0.003,good,15.7,low,,2026-05-12
AST--RW-CON-007198,94.4,0.0116,0.0291,good,12.3,low,access_difficulty,2026-05-15
AST--RW-POL-007199,61.8,0.0462,0.0939,watch,42.1,medium,age,2026-05-13
AST--RW-POL-007200,82.8,0.0029,0.0073,good,25.8,low,,2026-05-04
AST--RW-SWI-007201,71.8,0.0586,0.1208,watch,35.7,medium,age|access_difficulty,2026-05-11
AST--RW-POL-007202,70.4,0.0593,0.1828,watch,35.5,medium,access_difficulty,2026-05-15
AST--RW-POL-007203,70.8,0.0189,0.0448,watch,23.0,low,access_difficulty,2026-05-15
AST--RW-POL-007204,49.8,0.025,0.0762,poor,48.2,medium,age|access_difficulty,2026-05-15
AST--RW-POL-007205,85.6,0.0188,0.0464,good,23.2,low,access_difficulty,2026-05-14
AST--RW-POL-007206,83.3,0.0112,0.0297,good,29.1,low,,2026-05-15
AST--RW-SWI-007207,72.2,0.0038,0.0114,watch,18.7,low,,2026-05-13
AST--RW-TRA-007208,81.2,0.0513,0.1279,good,31.9,medium,access_difficulty,2026-05-04
AST--RW-TRA-007209,74.0,0.0143,0.0317,watch,23.8,low,access_difficulty,2026-05-04
AST--RW-POL-007210,75.9,0.0032,0.0089,watch,24.6,low,access_difficulty,2026-05-17
AST--RW-SWI-007211,59.9,0.0537,0.1149,watch,33.4,medium,access_difficulty,2026-05-04
AST--RW-TRA-007212,82.4,0.0076,0.0226,good,23.5,low,access_difficulty,2026-05-14
AST--RW-RIN-007213,87.9,0.0039,0.0078,good,30.5,low,access_difficulty,2026-05-15
AST--RW-TRA-007214,79.0,0.0165,0.0389,good,21.3,low,access_difficulty,2026-05-09
AST--RW-RIN-007215,71.0,0.0543,0.1567,watch,39.6,medium,age,2026-05-03
AST--RW-POL-007216,52.6,0.0323,0.0878,poor,38.3,medium,age|access_difficulty,2026-05-16
AST--RW-POL-007217,87.5,0.0147,0.0398,good,20.6,low,access_difficulty,2026-05-07
AST--RW-CON-007218,79.0,0.0176,0.0522,good,24.5,low,access_difficulty,2026-05-17
AST--RW-TRA-007219,67.8,0.0301,0.0715,watch,33.8,medium,age|access_difficulty,2026-05-14
AST--RW-POL-007220,60.6,0.0028,0.0064,watch,30.3,low,bushfire_exposure|access_difficulty,2026-05-10
AST--RW-POL-007221,79.1,0.0378,0.0773,good,37.0,medium,,2026-05-08
AST--RW-SWI-007222,68.4,0.0467,0.1083,watch,38.3,medium,access_difficulty,2026-05-03
AST--RW-POL-007223,77.5,0.015,0.0308,good,22.4,low,,2026-05-03
AST--RW-TRA-007224,67.1,0.0515,0.1347,watch,37.6,medium,age|access_difficulty,2026-05-08
AST--RW-SWI-007225,66.4,0.0042,0.01,watch,26.4,low,,2026-05-11
AST--RW-POL-007226,60.9,0.0259,0.0575,watch,32.8,medium,age,2026-05-15
AST--RW-POL-007227,74.3,0.0159,0.0502,watch,21.0,low,,2026-05-03
AST--RW-CON-007228,61.3,0.0551,0.1366,watch,43.6,medium,age|bushfire_exposure|access_difficulty,2026-05-12
AST--RW-POL-007229,59.9,0.0514,0.107,watch,39.4,medium,access_difficulty,2026-05-17
AST--RW-REC-007230,78.9,0.0487,0.1058,good,39.5,medium,criticality|access_difficulty,2026-05-09
AST--RW-POL-007231,46.9,0.0432,0.0982,poor,37.0,medium,age|access_difficulty,2026-05-04
AST--RW-POL-007232,85.6,0.0054,0.013,good,19.7,low,,2026-05-04
AST--RW-POL-007233,59.3,0.0185,0.0515,watch,30.1,low,age,2026-05-06
AST--RW-POL-007234,87.8,0.0083,0.026,good,24.2,low,bushfire_exposure|access_difficulty,2026-05-12
AST--RW-POL-007235,97.8,0.0076,0.0158,good,11.8,low,access_difficulty,2026-05-17
AST--RW-POL-007236,83.7,0.0247,0.0783,good,33.7,medium,bushfire_exposure|access_difficulty,2026-05-11
AST--RW-POL-007237,60.1,0.0116,0.0355,watch,30.9,low,age|access_difficulty,2026-05-12
AST--RW-TRA-007238,91.5,0.0166,0.0517,good,29.6,low,access_difficulty,2026-05-15
AST--RW-POL-007239,66.3,0.0225,0.06,watch,37.5,medium,access_difficulty,2026-05-16
AST--RW-POL-007240,58.3,0.0422,0.1004,watch,35.3,medium,age,2026-05-13
AST--RW-TRA-007241,57.2,0.0303,0.0956,watch,38.0,medium,access_difficulty,2026-05-09
AST--RW-POL-007242,68.9,0.0129,0.0268,watch,23.9,low,,2026-05-04
AST--RW-POL-007243,51.1,0.0312,0.0989,poor,43.5,medium,age,2026-05-08
AST--RW-CON-007244,73.8,0.0165,0.0451,watch,26.1,low,access_difficulty,2026-05-10
AST--RW-SEC-007245,78.4,0.0182,0.0519,good,27.0,low,access_difficulty,2026-05-04
AST--RW-POL-007246,88.3,0.0109,0.0241,good,10.5,low,access_difficulty,2026-05-04
AST--RW-POL-007247,72.4,0.0077,0.0198,watch,27.6,low,access_difficulty,2026-05-05
AST--RW-POL-007248,79.6,0.0194,0.0496,good,28.5,low,bushfire_exposure|access_difficulty,2026-05-08
AST--RW-TRA-007249,80.7,0.0132,0.0379,good,29.0,low,access_difficulty,2026-05-14
AST--RW-POL-007250,52.8,0.0481,0.1423,poor,46.8,medium,age|access_difficulty,2026-05-04
AST--RW-TRA-007251,68.4,0.0383,0.0943,watch,36.1,medium,bushfire_exposure|access_difficulty,2026-05-08
AST--RW-POL-007252,51.2,0.0523,0.1156,poor,49.1,medium,age,2026-05-09
AST--RW-POL-007253,60.8,0.0469,0.147,watch,42.4,medium,age,2026-05-05
AST--RW-CON-007254,79.5,0.0045,0.0135,good,21.5,low,access_difficulty,2026-05-16
AST--RW-POL-007255,90.9,0.014,0.0431,good,25.4,low,access_difficulty,2026-05-07
AST--RW-TRA-007256,85.6,0.0146,0.045,good,28.4,low,access_difficulty,2026-05-17
AST--RW-RIN-007257,86.3,0.0032,0.0067,good,26.3,low,access_difficulty,2026-05-15
AST--RW-POL-007258,68.9,0.043,0.1347,watch,33.7,medium,age|access_difficulty,2026-05-13
AST--RW-POL-007259,51.3,0.0492,0.1271,poor,38.4,medium,age|access_difficulty,2026-05-10
AST--RW-POL-007260,82.6,0.0041,0.0103,good,28.3,low,access_difficulty,2026-05-09
AST--RW-POL-007261,71.6,0.0309,0.0716,watch,31.5,medium,age,2026-05-06
AST--RW-POL-007262,62.2,0.012,0.0324,watch,28.6,low,age|access_difficulty,2026-05-16
AST--RW-POL-007263,52.0,0.0251,0.0587,poor,38.8,medium,age,2026-05-15
AST--RW-SWI-007264,66.9,0.0262,0.079,watch,36.2,medium,age,2026-05-12
AST--RW-POL-007265,62.6,0.0346,0.0999,watch,41.8,medium,age|bushfire_exposure|access_difficulty,2026-05-15
AST--RW-POL-007266,43.9,0.0226,0.0475,poor,53.0,medium,age|condition|access_difficulty,2026-05-13
AST--RW-POL-007267,67.7,0.0058,0.0182,watch,28.1,low,access_difficulty,2026-05-14
AST--RW-SEC-007268,78.8,0.0095,0.0258,good,15.4,low,access_difficulty,2026-05-08
AST--RW-POL-007269,63.2,0.023,0.0616,watch,35.9,medium,access_difficulty,2026-05-03
AST--RW-POL-007270,65.9,0.0261,0.0747,watch,32.1,medium,access_difficulty,2026-05-14
AST--RW-POL-007271,66.8,0.036,0.0737,watch,34.2,medium,,2026-05-09
AST--RW-POL-007272,96.1,0.01,0.0278,good,22.0,low,,2026-05-04
AST--RW-POL-007273,49.8,0.0385,0.1197,poor,49.0,medium,age|bushfire_exposure|access_difficulty,2026-05-17
AST--RW-POL-007274,81.1,0.0172,0.0394,good,25.6,low,access_difficulty,2026-05-07
AST--RW-POL-007275,81.6,0.0103,0.0312,good,25.3,low,bushfire_exposure|access_difficulty,2026-05-14
AST--RW-POL-007276,71.4,0.0236,0.0536,watch,34.1,medium,access_difficulty,2026-05-06
AST--RW-TRA-007277,75.8,0.0399,0.1205,watch,35.4,medium,access_difficulty,2026-05-15
AST--RW-SEC-007278,99,0.0027,0.0085,good,8.9,low,access_difficulty,2026-05-09
AST--RW-POL-007279,65.0,0.0181,0.043,watch,30.2,low,bushfire_exposure|access_difficulty,2026-05-06
AST--RW-POL-007280,69.1,0.0511,0.141,watch,36.2,medium,age|access_difficulty,2026-05-07
AST--RW-POL-007281,97.7,0.0117,0.0243,good,24.1,low,access_difficulty,2026-05-15
AST--RW-CON-007282,76.7,0.0116,0.0371,good,28.1,low,access_difficulty,2026-05-07
AST--RW-TRA-007283,61.8,0.0574,0.1306,watch,34.7,medium,age,2026-05-16
AST--RW-SEC-007284,64.6,0.0185,0.0557,watch,30.2,low,bushfire_exposure|access_difficulty,2026-05-14
AST--RW-TRA-007285,78.6,0.0017,0.0049,good,26.1,low,,2026-05-04
AST--RW-POL-007286,48.3,0.0511,0.1026,poor,43.3,medium,age|access_difficulty,2026-05-07
AST--RW-POL-007287,52.9,0.0566,0.1195,poor,47.8,medium,age|criticality|access_difficulty,2026-05-15
AST--RW-POL-007288,88.1,0.0079,0.0181,good,24.6,low,,2026-05-15
AST--RW-POL-007289,48.4,0.0581,0.1839,poor,43.3,medium,age|access_difficulty,2026-05-10
AST--RW-POL-007290,72.5,0.0227,0.0562,watch,33.0,medium,age|access_difficulty,2026-05-08
AST--RW-POL-007291,98.4,0.0081,0.0164,good,23.5,low,access_difficulty,2026-05-13
AST--RW-POL-007292,74.9,0.0043,0.0094,watch,26.0,low,access_difficulty,2026-05-05
AST--RW-POL-007293,88.3,0.0168,0.0495,good,20.3,low,access_difficulty,2026-05-08
AST--RW-TRA-007294,47.6,0.0506,0.1013,poor,37.2,medium,age|access_difficulty,2026-05-11
AST--RW-TRA-007295,86.5,0.0167,0.0355,good,16.6,low,access_difficulty,2026-05-15
AST--RW-POL-007296,63.0,0.0105,0.0325,watch,30.3,low,age,2026-05-13
AST--RW-POL-007297,71.3,0.0444,0.1061,watch,41.1,medium,access_difficulty,2026-05-15
AST--RW-SWI-007298,82.5,0.0098,0.0225,good,20.8,low,access_difficulty,2026-05-17
AST--RW-POL-007299,85.8,0.0119,0.0347,good,16.1,low,access_difficulty,2026-05-06
AST--RW-POL-007300,63.4,0.0199,0.0425,watch,26.9,low,access_difficulty,2026-05-09
AST--RW-POL-007301,64.9,0.0502,0.1452,watch,37.4,medium,access_difficulty,2026-05-12
AST--RW-POL-007302,75.3,0.0365,0.0751,watch,31.3,medium,access_difficulty,2026-05-07
AST--RW-TRA-007303,52.2,0.0381,0.104,poor,40.7,medium,age,2026-05-05
AST--RW-SWI-007304,85.7,0.0421,0.1305,good,32.7,medium,bushfire_exposure|access_difficulty,2026-05-10
AST--RW-POL-007305,87.3,0.0365,0.1071,good,34.7,medium,access_difficulty,2026-05-15
AST--RW-POL-007306,67.0,0.0372,0.1084,watch,40.0,medium,access_difficulty,2026-05-10
AST--RW-POL-007307,67.6,0.0143,0.0331,watch,22.7,low,access_difficulty,2026-05-10
AST--RW-TRA-007308,70.2,0.0433,0.1324,watch,36.7,medium,age,2026-05-11
AST--RW-POL-007309,66.6,0.035,0.0775,watch,31.1,medium,bushfire_exposure|access_difficulty,2026-05-12
AST--RW-POL-007310,51.0,0.0376,0.1003,poor,49.7,medium,age,2026-05-17
AST--RW-POL-007311,66.3,0.0088,0.0228,watch,28.6,low,,2026-05-12
AST--RW-POL-007312,77.4,0.0444,0.131,good,32.8,medium,access_difficulty,2026-05-05
AST--RW-POL-007313,88.1,0.0425,0.1287,good,32.1,medium,access_difficulty,2026-05-17
AST--RW-POL-007314,63.0,0.0204,0.0423,watch,41.0,medium,age,2026-05-12
AST--RW-POL-007315,59.7,0.036,0.1136,watch,50.6,medium,age|criticality,2026-05-07
AST--RW-SWI-007316,74.4,0.0119,0.0371,watch,25.1,low,,2026-05-05
AST--RW-POL-007317,67.3,0.0344,0.108,watch,33.1,medium,access_difficulty,2026-05-16
AST--RW-CON-007318,59.1,0.0452,0.096,watch,34.7,medium,age|access_difficulty,2026-05-13
AST--RW-SEC-007319,84.2,0.0056,0.013,good,21.3,low,access_difficulty,2026-05-16
AST--RW-TRA-007320,94.3,0.0116,0.0233,good,21.9,low,,2026-05-03
AST--RW-CON-007321,46.8,0.0218,0.0538,poor,34.6,medium,age|access_difficulty,2026-05-16
AST--RW-POL-007322,66.6,0.0335,0.0783,watch,34.3,medium,age|access_difficulty,2026-05-04
AST--RW-POL-007323,83.8,0.0063,0.0126,good,7.4,low,,2026-05-12
AST--RW-TRA-007324,56.3,0.0533,0.1403,watch,47.9,medium,age|bushfire_exposure|access_difficulty,2026-05-09
AST--RW-POL-007325,72.1,0.0197,0.0493,watch,30.6,low,access_difficulty,2026-05-17
AST--RW-TRA-007326,61.5,0.0419,0.1338,watch,45.4,medium,age|access_difficulty,2026-05-11
AST--RW-TRA-007327,81.8,0.0137,0.0377,good,21.9,low,,2026-05-03
AST--RW-REC-007328,91.1,0.0097,0.0279,good,18.3,low,access_difficulty,2026-05-07
AST--RW-SEC-007329,90.9,0.0168,0.0456,good,21.9,low,access_difficulty,2026-05-10
AST--RW-TRA-007330,60.5,0.0291,0.0707,watch,48.7,medium,access_difficulty,2026-05-05
AST--RW-POL-007331,51.7,0.0212,0.0436,poor,39.0,medium,age|access_difficulty,2026-05-08
AST--RW-POL-007332,65.1,0.0277,0.0629,watch,42.9,medium,age|access_difficulty,2026-05-05
AST--RW-POL-007333,65.0,0.0284,0.07,watch,38.1,medium,access_difficulty,2026-05-17
AST--RW-SWI-007334,80.3,0.0188,0.0409,good,27.4,low,access_difficulty,2026-05-12
AST--RW-POL-007335,64.9,0.02,0.0486,watch,31.9,medium,access_difficulty,2026-05-09
AST--RW-POL-007336,89.5,0.0141,0.0317,good,17.4,low,access_difficulty,2026-05-07
AST--RW-CON-007337,62.8,0.0346,0.0903,watch,39.0,medium,age,2026-05-15
AST--RW-SEC-007338,70.0,0.0059,0.0132,watch,28.6,low,,2026-05-16
AST--RW-POL-007339,54.4,0.0402,0.1089,poor,47.6,medium,age|access_difficulty,2026-05-15
AST--RW-CON-007340,80.1,0.001,0.0026,good,18.0,low,,2026-05-17
AST--RW-TRA-007341,80.3,0.0173,0.0355,good,23.6,low,access_difficulty,2026-05-14
AST--RW-SWI-007342,66.8,0.0579,0.1435,watch,35.7,medium,age,2026-05-05
AST--RW-POL-007343,70.5,0.0551,0.1206,watch,32.5,medium,access_difficulty,2026-05-15
AST--RW-TRA-007344,93.4,0.0056,0.0133,good,20.6,low,,2026-05-15
AST--RW-POL-007345,62.4,0.0233,0.0741,watch,37.3,medium,age|access_difficulty,2026-05-13
AST--RW-POL-007346,86.2,0.0085,0.0215,good,23.6,low,access_difficulty,2026-05-13
AST--RW-POL-007347,58.1,0.0586,0.128,watch,42.3,medium,age,2026-05-06
AST--RW-POL-007348,77.1,0.0048,0.0134,good,25.5,low,,2026-05-05
AST--RW-CON-007349,63.7,0.0276,0.0558,watch,42.6,medium,age|access_difficulty,2026-05-13
AST--RW-POL-007350,64.9,0.054,0.1125,watch,38.0,medium,access_difficulty,2026-05-13
AST--RW-POL-007351,44.9,0.0204,0.0507,poor,42.1,medium,age|condition|access_difficulty,2026-05-16
AST--RW-POL-007352,63.5,0.0012,0.0027,watch,24.7,low,access_difficulty,2026-05-09
AST--RW-RIN-007353,66.6,0.0068,0.0138,watch,29.9,low,age|access_difficulty,2026-05-05
AST--RW-POL-007354,94.4,0.0141,0.0368,good,14.8,low,access_difficulty,2026-05-14
AST--RW-POL-007355,95.7,0.0074,0.0154,good,8.4,low,,2026-05-15
AST--RW-POL-007356,73.8,0.0112,0.0232,watch,27.5,low,access_difficulty,2026-05-14
AST--RW-POL-007357,62.7,0.01,0.0206,watch,28.1,low,access_difficulty,2026-05-17
AST--RW-POL-007358,88.2,0.0074,0.0152,good,29.1,low,access_difficulty,2026-05-13
AST--RW-POL-007359,82.3,0.0463,0.1223,good,31.8,medium,access_difficulty,2026-05-14
AST--RW-RIN-007360,62.4,0.0564,0.1794,watch,38.6,medium,access_difficulty,2026-05-16
AST--RW-POL-007361,55.4,0.0397,0.1234,poor,45.6,medium,age,2026-05-15
AST--RW-TRA-007362,73.4,0.0491,0.1335,watch,33.0,medium,bushfire_exposure|access_difficulty,2026-05-14
AST--RW-POL-007363,56.0,0.0267,0.0582,watch,49.9,medium,age|access_difficulty,2026-05-10
AST--RW-POL-007364,55.2,0.0337,0.0934,poor,39.6,medium,age|bushfire_exposure,2026-05-14
AST--RW-CON-007365,86.9,0.0192,0.0522,good,25.3,low,access_difficulty,2026-05-13
AST--RW-POL-007366,76.2,0.0098,0.0307,good,23.0,low,,2026-05-11
AST--RW-TRA-007367,55.3,0.0368,0.0906,poor,45.6,medium,age,2026-05-10
AST--RW-POL-007368,76.3,0.0079,0.0224,good,25.0,low,access_difficulty,2026-05-04
AST--RW-POL-007369,62.3,0.0368,0.0952,watch,38.2,medium,age|access_difficulty,2026-05-07
AST--RW-REC-007370,71.4,0.0186,0.0482,watch,29.2,low,access_difficulty,2026-05-12
AST--RW-POL-007371,83.8,0.019,0.0501,good,14.2,low,access_difficulty,2026-05-05
AST--RW-POL-007372,42.0,0.0435,0.1003,poor,52.4,medium,age|condition|access_difficulty,2026-05-12
AST--RW-TRA-007373,53.6,0.051,0.1067,poor,36.8,medium,age,2026-05-04
AST--RW-CON-007374,94.2,0.0167,0.0496,good,22.2,low,access_difficulty,2026-05-12
AST--RW-CON-007375,90.4,0.0114,0.0299,good,10.7,low,,2026-05-05
AST--RW-SEC-007376,94.3,0.0039,0.0106,good,15.7,low,,2026-05-11
AST--RW-TRA-007377,76.9,0.0205,0.0481,good,35.7,medium,age|access_difficulty,2026-05-03
AST--RW-POL-007378,59.8,0.0399,0.1068,watch,36.5,medium,age,2026-05-17
AST--RW-POL-007379,55.5,0.0383,0.1187,poor,44.5,medium,age|access_difficulty,2026-05-16
AST--RW-POL-007380,59.8,0.0269,0.0813,watch,45.4,medium,age|access_difficulty,2026-05-04
AST--RW-SWI-007381,66.3,0.0362,0.0777,watch,39.0,medium,age|bushfire_exposure|access_difficulty,2026-05-17
AST--RW-POL-007382,63.5,0.0067,0.0188,watch,28.9,low,access_difficulty,2026-05-12
AST--RW-POL-007383,85.0,0.0238,0.0578,good,31.1,medium,access_difficulty,2026-05-10
AST--RW-POL-007384,54.1,0.0439,0.0914,poor,46.0,medium,age,2026-05-03
AST--RW-POL-007385,78.3,0.0525,0.1111,good,32.7,medium,access_difficulty,2026-05-17
AST--RW-POL-007386,57.1,0.0503,0.1377,watch,45.0,medium,age,2026-05-08
AST--RW-SWI-007387,66.3,0.0326,0.0797,watch,35.5,medium,age|access_difficulty,2026-05-09
AST--RW-POL-007388,76.1,0.0027,0.0059,good,25.5,low,bushfire_exposure|access_difficulty,2026-05-10
AST--RW-CON-007389,68.6,0.0244,0.0666,watch,33.0,medium,access_difficulty,2026-05-06
AST--RW-POL-007390,82.5,0.0149,0.0313,good,13.1,low,access_difficulty,2026-05-05
AST--RW-SEC-007391,55.0,0.0455,0.1345,poor,36.8,medium,age|access_difficulty,2026-05-03
AST--RW-POL-007392,90.4,0.0156,0.0391,good,19.6,low,access_difficulty,2026-05-15
AST--RW-POL-007393,57.5,0.0279,0.0775,watch,41.5,medium,age,2026-05-15
AST--RW-POL-007394,69.1,0.0092,0.0194,watch,28.9,low,,2026-05-16
AST--RW-POL-007395,85.2,0.0179,0.0413,good,27.2,low,access_difficulty,2026-05-04
AST--RW-REC-007396,52.7,0.0207,0.0558,poor,53.2,medium,age|access_difficulty,2026-05-16
AST--RW-POL-007397,65.4,0.028,0.0864,watch,41.8,medium,criticality|access_difficulty,2026-05-05
AST--RW-SEC-007398,87.3,0.0594,0.1571,good,32.6,medium,access_difficulty,2026-05-04
AST--RW-SEC-007399,49.6,0.0506,0.1295,poor,42.8,medium,age,2026-05-10
AST--RW-POL-007400,78.8,0.0165,0.0528,good,29.8,low,access_difficulty,2026-05-12
AST--RW-POL-007401,90.7,0.0029,0.006,good,24.9,low,access_difficulty,2026-05-03
AST--RW-RIN-007402,83.4,0.0131,0.0266,good,21.8,low,,2026-05-11
AST--RW-POL-007403,72.3,0.0313,0.0805,watch,38.8,medium,age|access_difficulty,2026-05-13
AST--RW-CON-007404,59.4,0.0491,0.1186,watch,40.8,medium,age,2026-05-06
AST--RW-POL-007405,74.7,0.0103,0.0324,watch,20.8,low,access_difficulty,2026-05-04
AST--RW-POL-007406,61.1,0.0458,0.0919,watch,40.9,medium,age,2026-05-08
AST--RW-POL-007407,61.3,0.0102,0.0299,watch,22.9,low,age,2026-05-05
AST--RW-TRA-007408,71.3,0.0233,0.0554,watch,31.3,medium,access_difficulty,2026-05-16
AST--RW-CON-007409,58.7,0.0478,0.1111,watch,38.0,medium,age|bushfire_exposure,2026-05-14
AST--RW-TRA-007410,95.0,0.0085,0.0269,good,16.3,low,access_difficulty,2026-05-03
AST--RW-SWI-007411,82.4,0.02,0.0428,good,24.5,low,access_difficulty,2026-05-09
AST--RW-POL-007412,99,0.0199,0.0522,good,27.8,low,,2026-05-10
